Աֆրիկա	Afrika
Քոֆի Անան	Kofi Annan
Լիգուրիա	Ligurien
Բուտրոս Բուտրոս-Ղալի	Boutros Boutros-Ghali
Մայտներիում	Meitnerium
Կուրտ Վալդհայմ	Kurt Waldheim
Կոլորադո	Colorado
Կոլորադո (գետ)	Coloradofloden
Դարմշտադիում	Darmstadtium
Դագ Համարշոլդ	Dag Hammarskjöld
Ֆրեդերիկ Շոպեն	Frédéric Chopin
Ռենտգենիում	Röntgenium
Լեոնարդ Քոհեն	Leonard Cohen
Կատեգորիա:Հիմնական	Kategori:Topp
Լացիո	Lazio
Աբրուցցո	Abruzzo
Ալպեր	Alperna
Կարպատներ	Karpaterna
Գրենոբլ	Grenoble
Բլեզ Պասկալ	Blaise Pascal
Դորտմունդ	Dortmund
Գենտ	Gent
Չիկագո	Chicago
The Beatles	The Beatles
Վախենինգեն (Նիդերլանդներ)	Wageningen
Մաստրիխտ	Maastricht
Արնհեմ	Arnhem
Ձմեռ	Vinter
Գարուն	Vår
Ամառ	Sommar
Աշուն	Höst
Գիշերահավասար	Dagjämning
Սադդամ Հուսեյն	Saddam Hussein
Ուսամա բեն Լադեն	Usama bin Ladin
Իսպաներեն	Spanska
Ֆրիդրիխ ֆոն Հայեկ	Friedrich von Hayek
Մոնտևիդեո	Montevideo
Յոհան Սեբաստիան Բախ	Johann Sebastian Bach
Անտոնիո Վիվալդի	Antonio Vivaldi
Օպերա	Opera
Ֆիլադելֆիա	Philadelphia
Կալկաթա	Calcutta
Չեննայ	Chennai
Դելի	Delhi
Դաքքա	Dhaka
Սարդեր	Spindlar
Սարդակերպեր	Spindeldjur
Հոդվածոտանիներ	Leddjur
Իսլամաբադ	Islamabad
Պտուղ	Frukt
Փող	Pengar
Վիրջինիա	Virginia
Արևմտյան Վիրջինիա	West Virginia
Հուրոն լիճ	Huronsjön
Նյու Յորք (նահանգ)	New York (delstat)
Ցերիում	Cerium
Պրազեդիում	Praseodym
Ռոդ Այլենդ	Rhode Island
Նեոդիմ	Neodym
Միջատներ	Insekter
Մերիլենդ	Maryland
Դելավեր	Delaware
Վլադիմիր Լենին	Vladimir Lenin
Եվրոպիում	Europium
Օհայո	Ohio
Վերգիլիոս	Vergilius
Նիկոլո Մաքիավելի	Niccolò Machiavelli
Փենսիլվանիա	Pennsylvania
Ֆրանչեսկո Պետրարկա	Francesco Petrarca
Ջովաննի Բոկաչչո	Giovanni Boccaccio
Ուետերսեն	Uetersen
Օկտավիանոս Օգոստոս	Augustus
Մայքրոսոֆթ Վինդոուզ	Microsoft Windows
Տիբերիոս	Tiberius
Նյու Ջերսի	New Jersey
Կալիգուլա	Caligula
Ջիբրալթար	Gibraltar
Կլավդիոս	Claudius
Ֆիններեն	Finska
Ներոն	Nero
Գալբա	Galba
Ինդիանա	Indiana
Օտոն	Otho
Վիտելլիոս	Vitellius
Վեսպասիանոս	Vespasianus
Ավտոմեքենա	Bil
Տիտոս	Titus (romersk kejsare)
Յուվենտուս	Juventus FC
Դոմիցիանոս	Domitianus
Ներվա	Nerva
Տրայանոս	Trajanus
Ռոջեր Ֆեդերեր	Roger Federer
Հադրիանոս	Hadrianus
Ջորջիա	Georgia
Անտոնինոս Պիոս	Antoninus Pius
Մարկոս Ավրելիոս	Marcus Aurelius
Լուցիոս Վերոս	Lucius Verus
Կոմմոդոս	Commodus
Զագրեբ	Zagreb
Պերտինաքս	Publius Helvius Pertinax
Տեխաս	Texas
Դիդիուս Հուլիանուս	Didius Julianus
Սեպտիմիոս Սևերոս	Septimius Severus
Մոլիզե	Molise
Թամիլ Նադու	Tamil Nadu
Կարակալլա	Caracalla
Ջենովա	Genua
Բրունո Մարս	Bruno Mars
Ալեքսանդրա Ստան	Alexandra Stan
Հյուսիսային Կարոլինա	North Carolina
Մականախաղ	Landhockey
Հարավային Կարոլինա	South Carolina
Սամպդորիա (Ֆուտբոլային ակումբ)	UC Sampdoria
Կալաբրիա	Kalabrien
Լայնականջ ոզնի	Egyptisk långörad igelkott
Սիցիլիա (մարզ)	Sicilien
Մանիլա	Manila
Սարդինիա	Sardinien
Ֆերդինանդ Մարկոս	Ferdinand Marcos
Լուար (գետ)	Loire
Սեն (գետ)	Seine
Բորդո	Bordeaux
Կորասոն Ակինո	Corazon Aquino
Բուենոս Այրես	Buenos Aires
Մեխիկո	Mexico City
Տոկիո	Tokyo prefektur
Լա Պաս	La Paz
Բարսելոնա	Barcelona
Միսսիսիպի	Mississippi
Ֆերնան Մագելան	Ferdinand Magellan
Միսիսիպի գետ	Mississippifloden
Ավազան (ճարտարապետական)	Bassäng
Թենեսի	Tennessee
Ռիխարդ Վագներ	Richard Wagner
Ռոբերտ Լուիս Սթիվենսոն	Robert Louis Stevenson
Ջենիս Ջոպլին	Janis Joplin
Աբիջան	Abidjan
Աբու Դաբի	Abu Dhabi
Աստանա	Astana
Նյու Մեքսիկո	New Mexico
Ռամզես II	Ramses II
Աթենք	Aten
Մինեսոտա	Minnesota
Բաղդադ	Bagdad
Կարակաս	Caracas
Համաշխարհային կոորդինացված ժամանակ	Koordinerad universell tid
Վիսկոնսին	Wisconsin
Կիկերոն	Cicero
Միլան (ֆուտբոլային ակումբ)	AC Milan
Այովա	Iowa
Նեբրասկա	Nebraska
Կանզաս	Kansas
Հավանա	Havanna
Հինդի	Hindi
Ինտերնետ Էքսպլորեր	Internet Explorer
Սիգար	Cigarr
Ծխախոտ	Cigarett
Միսսուրի	Missouri
Գեորգ Օհմ	Georg Ohm
Լուիզիանա	Louisiana
Կենտուկի	Kentucky
Արկանզաս (նահանգ)	Arkansas
Նիլ Արմստրոնգ	Neil Armstrong
Էդիթ Պիաֆ	Édith Piaf
Էլբա	Elbe
Ֆրանսուազ Սագան	Françoise Sagan
Էմս	Ems (flod)
Օկլահոմա	Oklahoma
Դանուբ	Donau
Սպլիտ (քաղաք)	Split
Ժակ Բրել	Jacques Brel
Մոզել (գետ)	Mosel
Մայն	Main
Աարե (գետ)	Aare
Հյուսիսային ծով	Nordsjön
Սկագերակ	Skagerrak
Մոսկվայի մարզ	Moskva oblast
Քիլ	Kiel
Շվերին	Schwerin
Պոտսդամ	Potsdam
Հաննովեր	Hannover
Դյուսելդորֆ	Düsseldorf
Մայնց	Mainz
Վիսբադեն	Wiesbaden
Սաարբրյուքեն	Saarbrücken
Մյունխեն	München
Սամարայի մարզ	Samara oblast
Էրֆուրտ	Erfurt
Դրեզդեն	Dresden
Մագդեբուրգ	Magdeburg
Վոլեյբոլ	Volleyboll
Ինսբրուք	Innsbruck
Վիեննա	Wien
Մադոննա	Madonna (artist)
Կոպենհագեն	Köpenhamn
Կալինինգրադի մարզ	Kaliningrad oblast
Ստոկհոլմ	Stockholm
Հելսինկի	Helsingfors
Մուրմանսկի մարզ	Murmansk oblast
Դուբլին	Dublin
Մուրմանսկ	Murmansk
Ռեյկյավիկ	Reykjavik
Էլլա Ֆիցջերալդ	Ella Fitzgerald
Ալեքսանդր Սևերոս	Alexander Severus
Տալլին	Tallinn
Տապանագիր	Epitafium
Ռիգա	Riga
Մակսիմինոս Թրակիացի	Maximinus Thrax
Լուի Արմսթրոնգ	Louis Armstrong
Բրատիսլավա	Bratislava
Բուդապեշտ	Budapest
Հորդիանոս I (Աֆրիկացի)	Gordianus I
Շառլ Ազնավուր	Charles Aznavour
Գդանսկ	Gdańsk
Մայնի Ֆրանկֆուրտ	Frankfurt am Main
Վրոցլավ	Wrocław
Լանթան	Lantan
Պրոմեթիում	Prometium
Աստղագիտական միավոր	Astronomisk enhet
Սամարիում	Samarium
Կալինինգրադ	Kaliningrad
Գադոլինիում	Gadolinium
Մահվան տետրը	Death Note
Զինեդին Զիդան	Zinedine Zidane
Տերբիում	Terbium
Վեյնենդալ	Veenendaal
Կաթոլիկություն	Katolicism
Լյուքսեմբուրգ (քաղաք)	Luxemburg (stad)
Դիսպրոզիում	Dysprosium
Վադուց	Vaduz
Աստվածաշունչ	Bibeln
Հոլմիում	Holmium
Սան Մարինո (քաղաք)	San Marino (stad)
Էրբիում	Erbium
Պնոմպեն	Phnom Penh
Արխանգելսկ	Archangelsk
Թուլիում	Tulium
Հոշիմին	Ho Chi Minh-staden
Իտերբիում	Ytterbium
Լուտեցիում	Lutetium
Հանոյ	Hanoi
Հիսուսի ճշմարիտ եկեղեցի	The True Jesus Church
Անգլերեն	Engelska
Բանգկոկ	Bangkok
Անդորրա լա Վելյա	Andorra la Vella
Կուալա Լումպուր	Kuala Lumpur
Թայբեյ	Taipei
Ամերիցիում	Americium
Օդեսա	Odessa
Արխանգելսկի մարզ	Archangelsk oblast
Կյուրիում	Curium
Դոնգհոյ	Dong Hoi
Կոնսեպսիոն (քաղաք Չիլիում)	Concepción, Chile
Բերկլիում	Berkelium
Ատալանտա (ֆուտբոլային ակումբ)	Atalanta BC
Կալիֆոռնիում	Californium
Դիվանագիտություն	Diplomati
Բոլոնիա	Bologna
Էյնշտեյնիում	Einsteinium
Բոլոնիա (ֆուտբոլային ակումբ)	Bologna FC 1909
Ֆերմիում	Fermium
Կալյարի	Cagliari
Մենդելեևիում	Mendelevium
Կիև	Kiev
Կալյարի ՖԱ	Cagliari Calcio
Նոբելիում	Nobelium
Կատանիա	Catania
Օնտարիո (նահանգ)	Ontario
Լոուրենսիում	Lawrencium
Հուգո Լյորիս	Hugo Lloris
Մաթյո Դեբյուշի	Mathieu Debuchy
Ադիլ Ռամի	Adil Rami
Օլիվիե Ժիրու	Olivier Giroud
Կարիմ Բենզեմա	Karim Benzema
Ֆլորան Մալուդա	Florent Malouda
Կարելիայի Հանրապետություն	Karelska republiken
Պատրիս Էվրա	Patrice Evra
Ֆիլիպ Մեքսես	Philippe Mexès
Ֆրանկ Ռիբերի	Franck Ribéry
Մաթյո Վալբուենա	Mathieu Valbuena
Սամիր Նասրի	Samir Nasri
Բլեյզ Մատուիդի	Blaise Matuidi
Ժերեմի Մենեզ	Jérémy Ménez
Օտտավա	Ottawa
Աբու Դիաբի	Abou Diaby
Յուպիտերի արբանյակներ	Jupiters naturliga satelliter
Մանիտոբա (նահանգ)	Manitoba
Ալբերտա	Alberta
Նոր Շոտլանդիա	Nova Scotia
Երևան	Jerevan
Վոլոգդա	Vologda
Քոնսքօուօլա	Końskowola
Խարթում	Khartoum
Նյու Բրանսուիկ	New Brunswick
Ֆորմուլա 1	Formel 1
Սատուրնի արբանյակներ	Saturnus naturliga satelliter
Բրիտանական Կոլումբիա	British Columbia
Էդուարդ արքայազնի կղզի	Prince Edward Island
Ստադ դե Ժերլան	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Սասկաչևան (նահանգ)	Saskatchewan
2012	2012
Մասաշի Քիշիմոտո	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Ածխաթթու գազ	Koldioxid
2013	2013
2014	2014
2015	2015
Նյուֆաունդլենդ և Լաբրադոր	Newfoundland och Labrador
2008	2008
ՋավաՍկրիպտ	Javascript
Հյուսիսարևմտյան տարածքներ	Northwest Territories
Յուկոն (Կանադայի տարածք)	Yukon
2004	2004
Վոլոգդայի մարզ	Vologda oblast
Վիքիճամփորդություն	Wikitravel
Կատանիա ՖԱ	Calcio Catania
2005	2005
2006	2006
Նունավուտ	Nunavut
2007	2007
Ածխածնի մոնօքսիդ	Kolmonoxid
Վերոնա	Verona
1900	1900
1901	1901
Կիևո ՖԱ	AC ChievoVerona
Տիտոս Լիվիոս	Titus Livius
Շառլ դը Գոլ	Charles de Gaulle
1902	1902
Ֆլորենցիա	Florens
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Ֆիորենտինա	ACF Fiorentina
Լուցիուս Աննեուս Սենեկա	Seneca den yngre
1908	1908
1909	1909
1992	1992
1991	1991
JSON	JSON
1990	1990
1993	1993
Էսսեն	Essen
1994	1994
1995	1995
1996	1996
Դեյվիդ Լինչ	David Lynch
Կոմի Հանրապետություն	Komi (delrepublik)
Ջենոա	Genoa CFC
1910	1910
1911	1911
1912	1912
Scalable Vector Graphics	Scalable Vector Graphics
Լայպցիգ (քաղաք)	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Նյուրնբերգ	Nürnberg
1999	1999
1917	1917
1918	1918
Սննդամթերք	Mat
Էդմոնտոն	Edmonton
Վալերիուս Մարցիալիս	Martialis
Դույսբուրգ	Duisburg
Տարրական էլեկտրական լիցք	Elementarladdning
Օձեր	Ormar
Բոխում	Bochum
Ժակ Շիրակ	Jacques Chirac
Վուպերտալ	Wuppertal
Արիկա և Պարինակոտա	Región de Arica y Parinacota
Լույսի արագություն	Ljusets hastighet
Բիլեֆելդ	Bielefeld
Տարապակա (տարածաշրջան)	Región de Tarapacá
XML	XML
Անտոֆագաստա (տարածաշրջան)	Región de Antofagasta
Մանհայմ	Mannheim
Ատակամա (տարածաշրջան)	Región de Atacama
Կոկիմբո (տարածաշրջան)	Región de Coquimbo
Նեյտրինո	Neutrino
Սանտյագոյի մայրաքաղաքային տարածաշրջան	Región Metropolitana de Santiago
Վիկտորիա (քաղաք, Կանադա)	Victoria, British Columbia
Օ'Հիգինս (տարածաշրջան)	Región de O'Higgins
Վիննիպեգ (քաղաք)	Winnipeg
Նեպտունի արբանյակներ	Neptunus naturliga satelliter
Հունվարի 1	1 januari
Հունվարի 2	2 januari
Ուրանի արբանյակներ	Uranus naturliga satelliter
1920	1920
Հունվարի 3	3 januari
1919	1919
Կոռնելիոս Տակիտոս	Publius Cornelius Tacitus
1921	1921
Նենեցյան ինքնավար օկրուգ	Nentsien
1922	1922
Մաուլե (տարածաշրջան)	Región del Maule
Հունվարի 4	4 januari
1923	1923
Բիոբիո (տարածաշրջան)	Región del Biobío
Լենս Արմսթրոնգ	Lance Armstrong
1924	1924
Նարյան Մար	Narjan-Mar
Արուկանիա (տարածաշրջան)	Región de la Araucanía
Լոս Ռիոս (տարածաշրջան)	Región de Los Ríos
Լոս Լագոս (տարածաշրջան)	Región de Los Lagos
Այսեն (տարածաշրջան)	Región de Aisén
Քյուերպեդիա	QRpedia
Ռուսաստանի Խորհրդային Ֆեդերատիվ Սոցիալիստական Հանրապետություն	Ryska SFSR
Ժորժ Պոմպիդու	Georges Pompidou
Մագալանես և Չիլիական Անտարկտիկա	Región de Magallanes y de la Antártica Chilena
Լենինգրադի մարզ	Leningrad oblast
Windows Media Audio	Windows Media Audio
Հռոմուլոս և Հռեմոս	Romulus och Remus
Գաճաճ մոլորակ	Dvärgplanet
Հունվարի 5	5 januari
Արիկա	Arica
Մալմյո	Malmö
Պսկով	Pskov
Աթաբասկա (գետ)	Athabascafloden
Պսկովի մարզ	Pskov oblast
Հունվարի 6	6 januari
Էլեկտրոն	Elektron
Հունվարի 7	7 januari
Հունվարի 8	8 januari
Մեծ Նովգորոդ	Novgorod
Հունվարի 9	9 januari
Նովգորոդի մարզ	Novgorod oblast
Հունվարի 10	10 januari
Նիժնի Նովգորոդի մարզ	Nizjnij Novgorod oblast
Հունվարի 11	11 januari
Հունվարի 12	12 januari
Կոլումբիա (գետ)	Columbiafloden
Հունվարի 13	13 januari
Բիրմինգհեմ	Birmingham
Հունվարի 14	14 januari
Հունվարի 15	15 januari
Հունվարի 16	16 januari
Թոմ Հենքս	Tom Hanks
Հունվարի 17	17 januari
Հունվարի 18	18 januari
Հունվարի 19	19 januari
Հունվարի 20	20 januari
Արդյունաբերական հեղափոխություն	Industriella revolutionen
Բենզոլ	Bensen
Հունվարի 21	21 januari
Հունվարի 22	22 januari
Հունվարի 23	23 januari
Հռոմեական կայսրություն	Romerska kejsardömet
Հունվարի 24	24 januari
Հունվարի 25	25 januari
Մինսկ	Minsk
Հունվարի 26	26 januari
Մայքրոսոֆթ	Microsoft
Հունվարի 27	27 januari
Հունվարի 28	28 januari
Հունվարի 29	29 januari
Հունվարի 30	30 januari
Տվեր	Tver
Հունվարի 31	31 januari
Տվերի մարզ	Tver oblast
Պրոտոն	Proton
Դեկտեմբերի 2	2 december
Դեկտեմբերի 1	1 december
Դեկտեմբերի 3	3 december
Դեկտեմբերի 7	7 december
Դեկտեմբերի 5	5 december
Դեկտեմբերի 8	8 december
Դեկտեմբերի 10	10 december
Դեկտեմբերի 6	6 december
Դեկտեմբերի 9	9 december
Փինք Ֆլոյդ	Pink Floyd
Կոռնելիոս Սկիպիոն Էմիլիանոս Աֆրիկացի կրտսեր	Publius Scipio Aemilianus
Դեկտեմբերի 4	4 december
Փետրվարի 1	1 februari
Փետրվարի 2	2 februari
Նատրիումի քլորիդ	Natriumklorid
Փետրվարի 3	3 februari
Կուրուվ	Kurów
Փետրվարի 4	4 februari
Փետրվարի 5	5 februari
Փետրվարի 6	6 februari
Փետրվարի 7	7 februari
Փետրվարի 8	8 februari
Փետրվարի 9	9 februari
Փետրվարի 10	10 februari
Քիմիա	Kemi
Լեդ Զեփելին	Led Zeppelin
Փետրվարի 14	14 februari
Փետրվարի 13	13 februari
Փետրվարի 15	15 februari
Փետրվարի 11	11 februari
Փետրվարի 12	12 februari
Սմոլենսկ	Smolensk
Ռոբին վան Պերսի	Robin van Persie
Փետրվարի 19	19 februari
Փետրվարի 17	17 februari
Փետրվարի 16	16 februari
Փետրվարի 18	18 februari
Փետրվարի 20	20 februari
12 զայրացած տղամարդ (ֆիլմ, 1957)	12 edsvurna män
Վերլուծական քիմիա	Analytisk kemi
Սմոլենսկի մարզ	Smolensk oblast
Նեյտրոն	Neutron
Փետրվարի 21	21 februari
Փետրվարի 22	22 februari
Փետրվարի 23	23 februari
Փետրվարի 24	24 februari
Փետրվարի 25	25 februari
Փետրվարի 26	26 februari
27	27
Փետրվարի 27	27 februari
Փետրվարի 28	28 februari
Դեկտեմբերի 11	11 december
Փետրվարի 29	29 februari
Դեկտեմբերի 12	12 december
Visual Basic	Visual Basic
Դեկտեմբերի 13	13 december
Դեկտեմբերի 14	14 december
Դեկտեմբերի 15	15 december
Մարտի 2	2 mars
Մարտի 3	3 mars
Մարտի 5	5 mars
Մարտի 1	1 mars
Մարտի 7	7 mars
Մարտի 8	8 mars
Մարտի 4	4 mars
Մարտի 10	10 mars
Մարտի 11	11 mars
Մարտի 6	6 mars
Մարտի 13	13 mars
Մարտի 9	9 mars
Մարտի 12	12 mars
Մարտի 15	15 mars
Մարտի 14	14 mars
C++	C++
Աղաթթու	Saltsyra
Դեկտեմբերի 16	16 december
Դեկտեմբերի 17	17 december
Մարտի 16	16 mars
Մարտի 17	17 mars
Մարտի 18	18 mars
Յարոսլավլ	Jaroslavl
Մարտի 19	19 mars
1989	1989
1988	1988
Մարտի 20	20 mars
1987	1987
1986	1986
1985	1985
1984	1984
Մարտի 21	21 mars
1983	1983
Մարտի 22	22 mars
1982	1982
1981	1981
Դեկտեմբերի 18	18 december
1980	1980
Մարտի 23	23 mars
Բրոմաջրածին	Vätebromid
Յարոսլավլի մարզ	Jaroslavl oblast
Մոգադիշո	Mogadishu
Դեկտեմբերի 19	19 december
Մարտի 24	24 mars
Մարտի 25	25 mars
Դեկտեմբերի 20	20 december
Մարտի 26	26 mars
Մարտի 27	27 mars
Մարտի 28	28 mars
Մարտի 29	29 mars
Մարտի 30	30 mars
Մարտի 31	31 mars
Նասաու	Nassau, Bahamas
Ֆտորաջրածին	Vätefluorid
Անդրոմեդայի միգամածություն	Andromedagalaxen
Սանաա	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Երեսնամյա պատերազմ	Trettioåriga kriget
Բենեդիկտոս XVI	Benedictus XVI
Ապրիլի 15	15 april
Ապրիլի 13	13 april
Ապրիլի 12	12 april
Ապրիլի 14	14 april
Ապրիլի 11	11 april
Ապրիլի 10	10 april
Ապրիլի 8	8 april
Ապրիլի 9	9 april
Ապրիլի 7	7 april
Ապրիլի 6	6 april
Ապրիլի 5	5 april
Ապրիլի 4	4 april
